Platform,Author,Text,Date,Link
Mastodon,apfeltalk@creators.social,"Donald Trump versteht (auch) 6G nichtDonald Trump hat in einem TV-Auftritt erneut gezeigt, dass er zentrale Technikbegriffe wie 6G nicht kennt oder einordnen kann. Seine Aussagen fielen ausgerechnet vor dem Vorstandschef von Qualcomm.Trumps Aussagen zu 6G im Live-FernsehenWenn Wirtschaftsführende Sc",2025-12-12T09:00:32.000Z,https://creators.social/@apfeltalk/115705776226769435
Mastodon,stacescases2.bsky.social@bsky.brid.gy,"Trump ruins #Republican House Speaker #MikeJohnson 's day again with an EMBARRASSING claim over #6G networks, proving his mental decline. @johniadarola.bsky.social@bsky.brid.gy and #WosnyLambre break it down on @thedamagereport.bsky.social@bsky.brid.gy  youtu.be/fViOLi7Pszw?...Republican House Speak",2025-12-12T02:29:43.221Z,https://fed.brid.gy/r/https://bsky.app/profile/did:plc:76e4qryfph6q4wmz3li6v2l6/post/3m7r26fvprk2q
Mastodon,marcel@waldvogel.family,"Die Anforderungen von Geheimdiensten &amp; Co. an die Abhörmöglichkeiten von #6G lesen sich wie die Wunschliste eines Autokraten. Doch, so @harkank , haben die Telecoms ein wichtiges Wort mitzureden. Und die ganzen Anforderungen der Lauschorganisationen erschweren ihnen, Geld zu verdienen.Der Kampf ",2025-12-11T18:53:42.000Z,https://waldvogel.family/@marcel/115702446332868880
Mastodon,schwurbelwatch,"#DonaldTrump &quot;wollte eigentlich Themen wie KI besprechen, überraschte die anwesenden Konzernchefs jedoch mit einer kuriosen Annahme. Er hielt den künftigen #6G Standard für eine Art Haut-Scanner statt für Kommunikationstechnik.&quot;Ohne Worte.https://winfuture.de/news,155525.html",2025-12-11T11:32:08.342Z,https://mastodon.social/@schwurbelwatch/115700710004217232
Mastodon,gadgetry@techhub.social,Samsung and KT validate AI-RAN optimisation on live networks https://www.telecomstechnews.com/news/samsung-and-kt-validate-ai-ran-optimisation-on-live-networks/ #samsung #kt #mobile #networks #ai #telecoms #automation #5g #6g #tech #news #technology,2025-12-11T11:30:24.000Z,https://techhub.social/@gadgetry/115700703207096721
Mastodon,monmotmedia@qlub.social,« C'est quoi la 6G ? » : la rencontre entre le P.-D.G. de Qualcomm et Trump ne s'est pas passée comme prévue« La 6G permet-elle d'obtenir une vue plus profonde sous la peau des gens ? » 🤨- Donald Trump incapable de saisir qu'il s'agit d'une nouvelle norme de communication cellulaire 🤦🏼#6G #téléphoni,2025-12-11T11:17:21.000Z,https://qlub.social/@monmotmedia/115700651907336755
Mastodon,networkjockey,Samsung and SK Telecom partner on AI-RAN for 6G infrastructure https://www.vibewire.com.au/?p=323376&amp;utm_source=dlvr.it&amp;utm_medium=mastodon&amp;utm_campaign=samsung-and-sk-telecom-partner-on-ai-ran-for-6g-infrastructure #Samsung #SKTelecom #6G #AI #RAN,2025-12-11T11:05:30.637Z,https://mastodon.social/@networkjockey/115700605296887270
Mastodon,networkjockey,GSMA: Act now to avoid spectrum crunch with 6G mobile networks https://www.vibewire.com.au/?p=320353&amp;utm_source=dlvr.it&amp;utm_medium=mastodon&amp;utm_campaign=gsma-act-now-to-avoid-spectrum-crunch-with-6g-mobile-networks #6G #spectrum #connectivity #smartcities #logistics,2025-12-11T11:05:25.920Z,https://mastodon.social/@networkjockey/115700604987124145
Mastodon,6G_SNS@eupolicy.social,"🟢 SNS JU Insights Newsletter is out now: https://bit.ly/3Moa9aK🚢 We spotlight Catalina Grimalt Falcó, Deputy Director General of Barcelona Port Authority and leader of the Port de Barcelona Innovation Foundation, who demonstrates how strategic 5G deployment transforms maritime infrastructure into sm",2025-12-09T13:09:01.000Z,https://eupolicy.social/@6G_SNS/115689766344256463
Mastodon,MultiX6GProject,"Missed the joint 6G IA / 5G-ACIA webinar on #ISAC/#JCAS? 🎙️#MultiX was present, contributing to the key discussion on:✅Standards &amp; dual-use systems.✅Industrial use cases &amp; monetisation pathways for #6G.Catch up now!📺🔗 Video: https://www.youtube.com/watch?v=RZhrVAYxPMo#6GIA #5GACIA",2025-12-09T08:35:07.943Z,https://mastodon.social/@MultiX6GProject/115688689362440081
Mastodon,INPACEhub,"📰Passionate about digital transformation?    Discover our #newsletter, with insights on #AI, #6G, #CloudEdgeIoT, and more. Explore EU-Indo-Pacific cooperation and Digital Partnerships with Japan, Korea, Singapore, and the TTC with India.    Subscribe now 📷https://inpacehub.eu/digital-digest/",2025-12-09T08:01:36.951Z,https://mastodon.social/@INPACEhub/115688557572473610
Mastodon,6G_SNS@eupolicy.social,🌟 𝗧𝗵𝗲 𝗦𝗡𝗦 𝗝𝗨 𝗡𝗼𝘃𝗲𝗺𝗯𝗲𝗿 𝗡𝗲𝘄𝘀𝗳𝗹𝗮𝘀𝗵 𝗶𝘀 𝗼𝘂𝘁!  👉 https://lnkd.in/e28YKdvP@DigitalEU @EUCommission #SNSJU #Innovation #Telecommunications #NewsLetter #6G #5G #DigitalEU #Tech,2025-12-05T15:22:02.000Z,https://eupolicy.social/@6G_SNS/115667640188502873
Mastodon,MultiX6GProject,NEW at #PIMRC2025! 📡 We&#39;re mastering Near-Field complexity in ELAA systems.Introducing VR-HMM-P-SOMP: a novel algorithm using HMMs to tackle spatial non-stationarity (SnS). The result? Significantly improved estimation accuracy (NMSE) in low-SNR scenarios for future #6G networks! 🚀🔗 https://zeno,2025-12-05T11:50:10.103Z,https://mastodon.social/@MultiX6GProject/115666807035698847
Pixelfed,STOP6G,"Hello. Please....take a look at our website. there you will be able to dive into the EU #6G Ecosystem. it includes orgs , projects, funds, key enablers... its part of our ongoing research about the EU 6G Chaos :-) . #STOP6G",2026-01-10T16:14:13.000Z,https://pixelfed.social/p/STOP6G/915636920793256372
Pixelfed,6G_SNS@eupolicy.social,🟢 𝗔 𝗻𝗲𝘄 𝗪𝗵𝗶𝘁𝗲 𝗣𝗮𝗽𝗲𝗿 𝗶𝘀 𝗼𝘂𝘁 𝗻𝗼𝘄! 📍 𝗧𝗮𝗸𝗲 𝘁𝗵𝗲 𝘁𝗶𝗺𝗲 𝘁𝗼 𝗵𝗮𝘃𝗲 𝗮 𝗹𝗼𝗼𝗸 𝗮𝘁 𝗼𝘂𝗿 “𝟲𝗚 𝗳𝗼𝗿 𝗠𝗲𝗱𝗶𝗮&amp;𝗘𝗻𝘁𝗲𝗿𝘁𝗮𝗶𝗻𝗺𝗲𝗻𝘁.” 𝗖𝗹𝗶𝗰𝗸 𝗵𝗲𝗿𝗲 𝘁𝗼 𝗱𝗲𝗹𝘃𝗲 𝗶𝗻𝘁𝗼 𝘁𝗵𝗲 𝗽𝗮𝗽𝗲𝗿 𝗮𝗻𝗱 𝗱𝗶𝘀𝗰𝗼𝘃𝗲𝗿 𝘁𝗵𝗲 𝗳𝘂𝘁𝘂𝗿𝗲 𝗼𝗳 𝟲𝗚 𝗶𝗻 𝘁𝗵𝗲 𝗠&amp;𝗘 𝘀𝗲𝗰𝘁𝗼𝗿 👉 https://bit.ly/4pKfoQg  @DigitalEU  #SNSJU #6GSNS #WhitePapers #Tech #5G #6G #Innovation #Research #Digital,2025-12-03T09:01:46.000Z,https://eupolicy.social/@6G_SNS/115654820255799639
Pixelfed,6G_SNS@eupolicy.social,"📢 𝗘𝘅𝗽𝗹𝗼𝗿𝗲 𝘄𝗵𝗶𝗰𝗵 𝗦𝗡𝗦 𝗽𝗿𝗼𝗷𝗲𝗰𝘁𝘀 𝗰𝗼𝗻𝘁𝗿𝗶𝗯𝘂𝘁𝗲 𝗺𝗼𝘀𝘁 𝘁𝗼 𝗦𝘂𝘀𝘁𝗮𝗶𝗻𝗮𝗯𝗶𝗹𝗶𝘁𝘆.  🏆 𝗔𝗺𝗼𝗻𝗴 𝘁𝗵𝗲𝘀𝗲 𝗮𝗰𝗵𝗶𝗲𝘃𝗲𝗺𝗲𝗻𝘁𝘀, 𝗼𝗻𝗲 𝗶𝘀 𝗿𝗮𝗻𝗸𝗲𝗱 𝗶𝗻 𝘁𝗵𝗲 𝗧𝗼𝗽-𝟭𝟬 𝗞𝗔: Hexa-X-II Today, we will delve into 𝗖𝗮𝘁 𝟱: lnkd.in/evUWsB2n @DigitalEU  @EUCommission  #SNSJU #6GIA #Innovation #Telco #6G #5G #DigitalEU #Tech ",2025-12-01T08:52:42.000Z,https://eupolicy.social/@6G_SNS/115643459978419132
Pixelfed,6G_SNS@eupolicy.social,"📢 𝗗𝗶𝘀𝗰𝗼𝘃𝗲𝗿 which SNS project has had the greatest impact on standardisation. Today, we will delve into 𝗖𝗮𝘁 4: lnkd.in/evUWsB2n CATEGORY 4 explores the 13 key achievements of projects that contribute to standardisation.  🏆 Among these achievements, one ranks among the Top-10 KAs of SNS Projects: 🔸6G-",2025-11-26T13:13:54.000Z,https://eupolicy.social/@6G_SNS/115616175527633294
Pixelfed,6G_SNS@eupolicy.social,"✳️ 𝗗𝗶𝘀𝗰𝗼𝘃𝗲𝗿 𝘁𝗵𝗲 𝗧𝘄𝗼 𝗩𝗲𝗿𝘁𝗶𝗰𝗮𝗹 𝗦𝗼𝗹𝘂𝘁𝗶𝗼𝗻𝘀 𝗮𝗻𝗱 𝗧𝗿𝗶𝗮𝗹𝘀 𝗙𝗲𝗮𝘁𝘂𝗿𝗲𝗱 𝗶𝗻 𝘁𝗵𝗲 𝗧𝗢𝗣-𝟭𝟬 𝗦𝗡𝗦 𝗝𝗨 𝗞𝗲𝘆 𝗔𝗰𝗵𝗶𝗲𝘃𝗲𝗺𝗲𝗻𝘁𝘀! 𝗟𝗮𝗿𝗴𝗲-𝘀𝗰𝗮𝗹𝗲 𝗦𝗡𝗦 𝘁𝗿𝗶𝗮𝗹𝘀 𝗮𝗻𝗱 𝗽𝗶𝗹𝗼𝘁𝘀 𝗽𝗹𝗮𝘆 𝗮 𝗰𝗿𝘂𝗰𝗶𝗮𝗹 𝗿𝗼𝗹𝗲 𝗶𝗻 𝗮𝗱𝘃𝗮𝗻𝗰𝗶𝗻𝗴 𝗘𝘂𝗿𝗼𝗽𝗲’𝘀 𝗱𝗶𝗴𝗶𝘁𝗮𝗹 𝗳𝘂𝘁𝘂𝗿𝗲. They carry significant economic and societal importance, helping to validate and demonstrate cutting-edge 5G/6",2025-11-25T09:01:11.000Z,https://eupolicy.social/@6G_SNS/115609519511141787
Pixelfed,6G_SNS@eupolicy.social,"📢 𝗪𝗘𝗕𝗜𝗡𝗔𝗥 𝗔𝗟𝗘𝗥𝗧! The 𝗦𝗡𝗦 𝗝𝗨 is pleased to host a dedicated 𝗪𝗲𝗯𝗶𝗻𝗮𝗿 showcasing the 𝟮𝟬𝟮𝟱 𝗧𝗼𝗽-𝟭𝟬 𝗞𝗔, a curated selection of the most significant, innovative, and influential results.  𝗥𝗲𝗴𝗶𝘀𝘁𝗲𝗿 𝗵𝗲𝗿𝗲 👉 https://lnkd.in/gUfgKEgK  📅 𝗗𝗮𝘁𝗲: Wed, 3 Dec 2025 🕑 𝗧𝗶𝗺𝗲: 14:00 – 15:30 CET 📍 𝗟𝗼𝗰𝗮𝘁𝗶𝗼𝗻: Online ‼️ 𝗥𝗲𝗴𝗶𝘀",2025-11-22T08:26:15.000Z,https://eupolicy.social/@6G_SNS/115592395207048755
Pixelfed,6G_SNS@eupolicy.social,"🚀𝗪𝗵𝗮𝘁 𝗮𝗿𝗲 𝘁𝗵𝗲 most impactful Experimentation ongoing from 𝗦𝗡𝗦 𝗝𝗨 𝗣𝗿𝗼𝗷𝗲𝗰𝘁𝘀? Today, we will delve into 𝗖𝗮𝘁 2: These achievements will accelerate innovation cycles from concept to trial, fuel the creation of next-generation digital services, enhance accessibility, and empower experimentation with cutti",2025-11-21T10:53:12.000Z,https://eupolicy.social/@6G_SNS/115587310733720663
Pixelfed,6G_SNS@eupolicy.social,"𝗦𝗡𝗦 𝗝𝗨 𝗜𝗻𝘀𝗶𝗴𝗵𝘁𝘀 𝗡𝗲𝘄𝘀𝗹𝗲𝘁𝘁𝗲𝗿 is out now: https://bit.ly/4iaHLEQ  In this November edition of our Newsletter, we are pleased to share some strategic insights from Magnus Frodigh , Vice President &amp; Head of Ericsson Research, on transforming Europe's network infrastructure into a catalyst for digital",2025-11-20T08:24:03.000Z,https://eupolicy.social/@6G_SNS/115581061954496975
Pixelfed,6G_SNS@eupolicy.social,"🚀𝗪𝗵𝗮𝘁 𝗮𝗿𝗲 𝘁𝗵𝗲 𝗺𝗼𝘀𝘁 𝗦𝗶𝗴𝗻𝗶𝗳𝗶𝗰𝗮𝗻𝘁 𝗧𝗲𝗰𝗵𝗻𝗼𝗹𝗼𝗴𝘆 𝗗𝗲𝘃𝗲𝗹𝗼𝗽𝗺𝗲𝗻𝘁𝘀 𝗼𝗳 𝗦𝗡𝗦 𝗝𝗨 𝗣𝗿𝗼𝗷𝗲𝗰𝘁𝘀? Today, we will delve into 𝗖𝗮𝘁𝗲𝗴𝗼𝗿𝘆 𝟭: ‘𝗦𝗶𝗴𝗻𝗶𝗳𝗶𝗰𝗮𝗻𝘁 𝗧𝗲𝗰𝗵𝗻𝗼𝗹𝗼𝗴𝘆 𝗗𝗲𝘃𝗲𝗹𝗼𝗽𝗺𝗲𝗻𝘁’, which stands out for its direct impact on the technological foundations set to shape Europe’s future connectivity landscape.  🔗 𝗗𝗶𝘀𝗰𝗼𝘃𝗲𝗿 𝗦𝗡𝗦 𝗝𝗨’𝘀 𝗧𝗼𝗽",2025-11-19T09:02:36.000Z,https://eupolicy.social/@6G_SNS/115575551222453098
Pixelfed,6G_SNS@eupolicy.social,"Today, the 𝗦𝗡𝗦 𝗝𝗨 announces the 𝗧𝗼𝗽-𝟭𝟬 𝗞𝗲𝘆 𝗔𝗰𝗵𝗶𝗲𝘃𝗲𝗺𝗲𝗻𝘁𝘀 𝗼𝗳 𝗦𝗡𝗦 𝗝𝗨 𝗣𝗿𝗼𝗷𝗲𝗰𝘁𝘀, embodying the spirit of excellence that the SNS JU Programme supports.  💡 This 𝗔𝗰𝗵𝗶𝗲𝘃𝗲𝗺𝗲𝗻𝘁𝘀 provide an opportunity to present the most significant results from SNS JU projects that are driving progress towards 6G.  🗓️ 𝗦𝘁𝗮𝘆 𝘁",2025-11-18T06:56:51.000Z,https://eupolicy.social/@6G_SNS/115569394395190861
Pixelfed,heiseonline@social.heise.de,Bundeskanzler mit klarer Ansage: Keine China-Technik im deutschen 6G-Netz!📱Friedrich Merz hat auf dem Kongress des Deutschen Handelsverbands eine überraschende Ankündigung gemacht: Deutschland will chinesische Komponenten aus seinen Telekommunikationsnetzen verbannen. Zum Artikel: https://heise.de/-,2025-11-17T09:57:51.000Z,https://social.heise.de/@heiseonline/115564443821306350
Pixelfed,dom1nic@shout.3xd.eu,Wer sowas wählt ist auch fern von aller Bildung und Technikverständnis🙄 Deutschland 🇩🇪 wieder digital im Mittelalter nice 🙃 #6g #merz #deutschland #digtialisierung #facepalm ,2025-11-15T19:56:20.000Z,https://shout.3xd.eu/@dom1nic/115555472559906813
Pixelfed,rptu_transfer@mastodon.social,"🎓 Zukunft gestalten auf der MEDICA 2025 – Halle 3, Stand E92! Erlebe, wie Sport, Gesundheit &amp; Technologie verschmelzen – vom berufsbegleitenden Masterstudiengang „Sport- &amp; Gesundheitstechnologie“ bis zu Medical Digital Twins, die Gesundheit in Echtzeit abbilden. Besuche uns auf der #MEDICA20",2025-11-14T09:47:21.000Z,https://mastodon.social/@rptu_transfer/115547415608433505
Bluesky,jonathanmassaquoi.bsky.social,I wonder if the 6G race will outrace how utterly overhyped and unimportant the 5G race was.,2025-12-20T04:49:31.809Z,https://bsky.app/profile/jonathanmassaquoi.bsky.social/post/3maffprl2c22r
Bluesky,biforesight.bsky.social,"AI, energy, and quantum are reshaping telecoms - together.   2025 saw smarter networks, tougher trade offs, and a reality check for 6G.   In 2026, convergence is the real story.  @bristol-innov.bsky.social #6G #quantum #telecoms  biforesight.com/future-telec...",2026-01-08T16:54:57.408Z,https://bsky.app/profile/biforesight.bsky.social/post/3mbwh4gl62s2w
Bluesky,babayagafella.bsky.social,Take notes all local Law Enforcement. This is the leadership the citizens want and need right now from all of you. “We want all the smoke” 👏 💪 🖕 🧊  #News #FuckICE #Resist  youtu.be/lXmk8kEi-6g,2026-01-11T16:56:16.510Z,https://bsky.app/profile/babayagafella.bsky.social/post/3mc5ylkfh3k26
Lemmy,stop6G@lemmy.world,we asked 27 (by now) LLMs a very easy question! the result is quite funny! :D #STOP6G,2026-01-11T18:11:19.732643Z,https://lemmy.world/post/41476438
Bluesky,echoplexmedia.com,Join us tonight at 9pm pacific on #Twitch for #Conspiracy #Bingo  #Chemtrails #5g #6g #cookers #truthers #conspiracytheories #leftisbest  twitch.tv/echoplexmedia,2026-01-10T01:39:17.719Z,https://bsky.app/profile/echoplexmedia.com/post/3mbzuuwwjwk2b
Bluesky,arrise.bsky.social,I was vegan for 4 years and ate them sometimes. For me it was simply a convenient and fast way to get 20g of protein. A lot of veggie burgers are veggies 1-2g protein and maybe beans 6g or so. As a vegan monitoring my protein and nutrient intake was critical and it was hard to get everything.,2026-01-11T21:52:49.981Z,https://bsky.app/profile/arrise.bsky.social/post/3mc6j5tl2n22g
Mastodon,stop6G,"hi. we asked a very easy question to 27 (by now) #LLMs about #6G . The answer is almost a 100% YES. #AI #STOP6G . I think the way the question is phrased biases the model in its response, right? :D or maybe we are all gonna die in 2030 ... hugs people!",2026-01-11T19:34:28.438Z,https://mastodon.social/@stop6G/115878138244888952
Pixelfed,STOP6G,"hi. we asked a very easy question to 27 (by now) #LLMs about #6G . The answer is almost a 100% YES. #AI #STOP6G . I think the way the question is phrased biases the model in its response, right? :D or maybe we are all gonna die in 2030 ... hugs people!",2026-01-11T19:34:25.000Z,https://pixelfed.social/p/STOP6G/916049689496136658
Bluesky,snsju.bsky.social,"🔥 Our LinkedIn Newsletter is now avaliable.   In this issue, we explore the future of automotive in Europe with Maxime Flament, Chief Technology Officer at the 5G Automotive Association.  👉 bit.ly/4qerbXJ  @ec.europa.eu @autonewseurope.bsky.social  #SNSJU #6G #5G #EU #DigitalEU #Automotive #5GAA #AI",2026-01-12T13:56:25.212Z,https://bsky.app/profile/snsju.bsky.social/post/3mca6yuijo223
Mastodon,6G_SNS@eupolicy.social,"RE: https://mastodon.social/@hennavirkkunen/115888721732640894🌟 A Warm Welcome to Mastodon, @hennavirkkunen ! 🌟We’re pleased to see the EVP for Tech Sovereignty, Security and Democracy of the European Commission joining this European social‑media platform. We need a safe space built on privacy‑by‑de",2026-01-14T11:09:20.000Z,https://eupolicy.social/@6G_SNS/115893138946376258
Mastodon,MultiX6GProject,"Synergies in action! 🚀 #MultiX presented at the AIOTI workshop on Edge IoT &amp; Spatial Computing.Valerio Frascolla shared our vision on ethics &amp; standardization, marking a great first collaboration with the #6GARROW project. 🤝Building a responsible &amp; intelligent #6G future! 📡🏭🌐 https://mul",2026-01-13T10:07:37.505Z,https://mastodon.social/@MultiX6GProject/115887233925179560
Mastodon,6G_SNS@eupolicy.social,"🚘The new edition of the SNS JU LinkedIn Newsletter is now available.In this issue, we explore the future of automotive in Europe with Maxime Flament, Chief Technology Officer at the 5G Automotive Association (5GAA).Read here the full article 👉 https://bit.ly/4qerbXJ@EUCommission @DigitalEU #SNSJU #6",2026-01-12T13:53:11.000Z,https://eupolicy.social/@6G_SNS/115882458559332141
Bluesky,fivecats.bsky.social,Good night 🌃  youtu.be/jJ6N59FZ-6g?...,2026-01-14T18:27:45.780Z,https://bsky.app/profile/fivecats.bsky.social/post/3mcfp3vqvds2i
Bluesky,theemtity.bsky.social,"Snack.  Warm white popcorn with butter-flavored oil coloring the kernels yellow, milk chocolate pretzels with dark chocolate drizzle, combined in a pale grey-blue bowl.  Not pictured is a peppery black tea with a splash of milk.  It's been a low spoons day, and I am short of my 6g sodium minimum.",2026-01-16T00:24:18.035Z,https://bsky.app/profile/theemtity.bsky.social/post/3mcitiehyx22u
Bluesky,underfox3.bsky.social,"The ASIC projections in 7nm technology indicate 89MHz operation at 185 mW, suggesting that parallel arrays of such chips could approach the throughput demands of 6G wireless systems.",2026-01-16T01:54:45.884Z,https://bsky.app/profile/underfox3.bsky.social/post/3mciykegj4c23
Mastodon,MultiX6GProject,📘✨ MULTIX worked together with the 6G4S project to create KVI evaluation templates and the “What is a KVI” guide. Driving a shared framework for the 6G future! #6G #Innovation,2026-01-16T13:11:35.463Z,https://mastodon.social/@MultiX6GProject/115904944240103190
Mastodon,6G_SNS@eupolicy.social,"📣📅 #6GREFERENCE launches its first Webinar Series on 29 January! Jointly organised with #FirstTo6G, the first session will explore how complementary hardware approaches can accelerate future #6G systems.🔍 Bringing together leading researchers and innovators, the webinar will highlight early achievem",2026-01-16T11:56:01.000Z,https://eupolicy.social/@6G_SNS/115904647075504800
Mastodon,6G_SNS@eupolicy.social,📣 Mark your calendars for 2 February 2026 and join the SNS JU Info Day &amp; Brokerage Event 📌 Agenda Highlights:🔹 11:00-12:45 CET: Info Day (Online)🔹 14:00-16:00 CET: Brokerage Event (Online)Info and registration here 👉 link.europa.eu/yHBXDt@EUCommission @DigitalEU #SNSJU #5G #6G #Tech #Research #I,2026-01-16T10:25:32.000Z,https://eupolicy.social/@6G_SNS/115904291286973070
Mastodon,NYYANKEES@mstdn.social,"3/3 Este paso es fundamental para el despliegue del #6G que veremos al final de la década. Menos hardware rígido, más software inteligente y mayor estabilidad para nuestros móviles. #Gadgets #Mobile #Mastodon #Samsung6G",2026-01-15T04:17:25.000Z,https://mstdn.social/@NYYANKEES/115897181503058798
Mastodon,NYYANKEES@mstdn.social,"1/3 📡 ¡El 6G ya no es ciencia ficción! 🚀Samsung acaba de marcar un hito histórico al realizar la primera llamada comercial del mundo sobre una red 6G viva. Pero ojo, lo importante no es solo que ""hicieron una llamada"", sino la tecnología que hay detrás: se llama vRAN y va a cambiar cómo se construye",2026-01-15T04:15:21.000Z,https://mstdn.social/@NYYANKEES/115897173349756438
Bluesky,baileygvt.bsky.social,🎶🎉 😂 youtu.be/iWa-6g-TbgI?...,2026-01-29T01:42:57.566Z,https://bsky.app/profile/baileygvt.bsky.social/post/3mdjnwyduec2n
Bluesky,lappenvt.bsky.social,6G AND THE BLACK SPERM?! *Fun Fact: Since last year 6G has actually become the new standard :3*,2026-01-31T08:06:59.008Z,https://bsky.app/profile/lappenvt.bsky.social/post/3mdpedjcfk22r
Bluesky,mattbakerstl.bsky.social,"Dante Polvara is officially #AllForCITY!  The 6'4 25 y/o American midfielder signs with @stlcitysc.com through the 27-28 season w/a 1 yr club option. Polvara appeared in 93 matches for Scottish side Aberdeen FC, notching 6g/7a. #AllForCITY",2026-01-30T17:13:17.588Z,https://bsky.app/profile/mattbakerstl.bsky.social/post/3mdnsfhwpgk2d
Bluesky,independentaus.bsky.social,"With traffic growth slowing, revenues flat and capital flowing elsewhere, the case for 6G looks less like progress and more like habit.  The telecoms industry doesn’t need 6G — it needs a rethink ~ Paul Budde",2026-01-27T21:00:49.981Z,https://bsky.app/profile/independentaus.bsky.social/post/3mdgnpmbsu725
Bluesky,ceraralaz.bsky.social,Dr. Misty Vigor is a scientist in post-conspiratorial world. She tries to bring life to civilization rendered infertile by evil 6G technology. Expert both in theoretical and practical field,2026-01-29T11:01:55.097Z,https://bsky.app/profile/ceraralaz.bsky.social/post/3mdkn6ia6fs2n
Bluesky,snsju.bsky.social,"👥 Workshop: European 6G Priorities for Day 1 Standardisation  A successful 6G story for Europe, from development to monetisation, demands that European priorities shape 6G standards from the start.  Click here to learn more: bit.ly/4t5csQT  @ec.europa.eu   #SNSJU #6G #5G #EU #DigitalEU #Tech",2026-01-29T09:14:01.682Z,https://bsky.app/profile/snsju.bsky.social/post/3mdkh5kpulc2q
Bluesky,succubus.me,Upsized my Princess Albertina piercing from 4mm to 5mm (~6g to 4g). #piercing #genitalpiercing #trans #transgender,2026-01-27T17:27:13.186Z,https://bsky.app/profile/succubus.me/post/3mdgbrmh6uk2d
Bluesky,jadedergn.bsky.social,trying to go from 8g to 6g is kicking my ass. it's been almost 4 months and i'm not any closer to sizing up x.x might have to tape up to it or bute the bullet and buy an inbetween size,2026-01-29T16:44:37.278Z,https://bsky.app/profile/jadedergn.bsky.social/post/3mdladbu3dk23
Bluesky,marathon.chee.gay,"That’s pretty much it, PB2 is 6g of protein per 60 calories so that gets a pass for example, when reading the label it’s all about calorie to protein ratios, 10:1 ratio is the standard to me",2026-01-28T23:59:54.514Z,https://bsky.app/profile/marathon.chee.gay/post/3mdji6pq4mk2f
Bluesky,networldeuropesme.bsky.social,"The Perfect Storm: Converging European Excellence  In the January @snsju.bsky.social Newsletter, Maxime Flament (CTO, #5GAA) explains how Europe’s #automotive and #telecom leadership is turning connected mobility into a real-world driver for #6G.  ℹ️ Find out more: www.linkedin.com/pulse/perfec...",2026-01-27T09:45:38.314Z,https://bsky.app/profile/networldeuropesme.bsky.social/post/3mdfhyakdr22d
Bluesky,zahidtg.bsky.social,"Published Mobile & Wireless Roundup No. 167, covering my latest posts and news that caught my eye recently. If you find it useful, please like, comment or share.  newsletter.3g4g.co.uk/p/mobile-wir...  #3G4G5G #Telecoms #Mobile #Wireless #Newsletter #6G #5G #LTE #Spectrum #D2D #AIML #Sustainability",2026-01-25T21:39:46.343Z,https://bsky.app/profile/zahidtg.bsky.social/post/3mdboxeot5k24
Bluesky,cadencockburn.bsky.social,"“your epidermis is showing.” No it’s not. A thin layer of a vaseline-magnesium compound coats my entire body, preventing 6G waves from mainlining homoerotic thoughts into my major organs",2026-01-22T05:31:32.235Z,https://bsky.app/profile/cadencockburn.bsky.social/post/3mcyhhbhbo224
Bluesky,johnniec.bsky.social,"Oh man, the number of times I've pointed out that our bread is 5-6g of protein per slice! A simple cheese sandwich (or PB&J) gets you like halfway there for the day.",2026-01-23T01:23:08.881Z,https://bsky.app/profile/johnniec.bsky.social/post/3md2jzzxm5c2b
Bluesky,agnar.bsky.social,Sending magical healing 6G rays to all of my friends,2026-01-22T15:23:47.164Z,https://bsky.app/profile/agnar.bsky.social/post/3mczikc75tk2s
Bluesky,circlingseasports.bsky.social,"Our key @seattlekraken.com player to watch is Jaden Schwartz. ""Cha cha"" is riding a three-game point streak, recording three points (1g/2a) during that span. Schwartz has tallied 12 points (6g/6a) in 17 career games against the Devils.  Photo by @bgrdq.bsky.social   #SeaKraken #SeattleKraken #NHL",2026-01-25T19:11:50.440Z,https://bsky.app/profile/circlingseasports.bsky.social/post/3mdbgoty7rk2v
Bluesky,pdchinanews.bsky.social,"China has commenced the second phase of 6G technical trials following the completion of the first phase, which had yielded a reserve of over 300 key 6G technologies, an official with the Ministry of Industry and Information Technology said Wednesday.",2026-01-21T15:10:40.313Z,https://bsky.app/profile/pdchinanews.bsky.social/post/3mcwxdwenuc26
Bluesky,afivegantenna.bsky.social,the 5g paranoia people are gonna lose it when they find out that one of the main features of 6g is literally sensing the positions of objects. could be used for all types of surveillance and defense purposes,2026-01-21T22:15:36.028Z,https://bsky.app/profile/afivegantenna.bsky.social/post/3mcxp3qwzv22m
Bluesky,sciencex.bsky.social,"A new wireless transceiver achieves data speeds comparable to fiber optics by operating at 140 GHz, offering high efficiency and potential for 6G and advanced data center applications. doi.org/hbk3xd",2026-01-22T16:33:41-05:00,https://bsky.app/profile/sciencex.bsky.social/post/3md257q22gn2o
Bluesky,theindoctrinatrix.bsky.social,"What a 6G needle looks like 😇 on Viscera_le's back.  Shoving these in is VERY different from smaller needles. Requirements are strength, precision, and guts of steel.  📷 @relevantflesh.bsky.social ❤️",2026-01-22T12:41:38.336Z,https://bsky.app/profile/theindoctrinatrix.bsky.social/post/3mcz7ie36z22v
